Company Name,Industry,Symbol,Series,ISIN Code
KCP Ltd.,CEMENT & CEMENT PRODUCTS,KCP,EQ,INE805C01028
KEC International Ltd.,CONSTRUCTION,KEC,EQ,INE389H01022
Kfin Technologies Ltd.,FINANCIAL SERVICES,KFINTECH,EQ,INE0J1Z01013
KIOCL Ltd.,METALS,KIOCL,EQ,INE880L01014
Kirloskar Brothers Ltd.,INDUSTRIAL MANUFACTURING,KIRLOSBROS,EQ,INE732A01036
Kirloskar Industries Ltd.,INDUSTRIAL MANUFACTURING,KIRLIND,EQ,INE250A01039
KNR Constructions Ltd.,CONSTRUCTION,KNRCON,EQ,INE634I01029
Krsnaa Diagnostics Ltd.,HEALTHCARE SERVICES,KRSNAA,EQ,INE08LI01020
KSolves India Ltd.,IT,KSOLVES,EQ,INE0D6I01015
Landmark Cars Ltd.,AUTOMOBILE,LANDMARK,EQ,INE0J4301020
Latent View Analytics Ltd.,IT,LATENTVIEW,EQ,INE0I7B01023
 Laxmi Organic Industries Ltd.,CHEMICALS,LXCHEM,EQ,INE576O01020
Lemon Tree Hotels Ltd.,SERVICES,LEMONTREE,EQ,INE970X01018
Lloyds Metals and Energy Ltd.,METALS,LLOYDSME,EQ,INE281B01032
LT Foods Ltd.,CONSUMER GOODS,LTFOODS,EQ,INE818H01020
Macrotech Developers Ltd. (Lodha),CONSTRUCTION,MACROTECH,EQ,INE670K01029
Mahindra EPC Irrigation Ltd.,INDUSTRIAL MANUFACTURING,MAHEPC,EQ,INE215D01010
Man Infraconstruction Ltd.,CONSTRUCTION,MANINFRA,EQ,INE949H01023
Mangalam Cement Ltd.,CEMENT & CEMENT PRODUCTS,MANGLMCEM,EQ,INE347A01017
Marksans Pharma Ltd.,PHARMA,MARKSANS,EQ,INE750C01026
Matrimony.com Ltd.,IT,MATRIMONY,EQ,INE866R01028
Max Healthcare Institute Ltd.,HEALTHCARE SERVICES,MAXHEALTH,EQ,INE027H01010
Mayur Uniquoters Ltd.,TEXTILES,MAYURUNIQ,EQ,INE040D01038
Mazagon Dock Shipbuilders Ltd.,INDUSTRIAL MANUFACTURING,MAZDOCK,EQ,INE249Z01012
Medplus Health Services Ltd.,HEALTHCARE SERVICES,MEDPLUS,EQ,INE804L01022
Metro Brands Ltd.,CONSUMER GOODS,METROBRAND,EQ,INE0I2I01014
Mold-Tek Packaging Ltd.,INDUSTRIAL MANUFACTURING,MOLDTKPAC,EQ,INE893J01029
Morepen Laboratories Ltd.,PHARMA,MOREPENLAB,EQ,INE083A01026
Mtar Technologies Ltd.,INDUSTRIAL MANUFACTURING,MTARTECH,EQ,INE864I01014
Mukand Ltd.,METALS,MUKANDLTD,EQ,INE304A01026
Nazara Technologies Ltd.,MEDIA & ENTERTAINMENT,NAZARA,EQ,INE418L01021
Neogen Chemicals Ltd.,CHEMICALS,NEOGEN,EQ,INE614X01017
Newgen Software Technologies Ltd.,IT,NEWGEN,EQ,INE619B01017
Nuvama Wealth Management Ltd.,FINANCIAL SERVICES,NUVAMA,EQ,INE531F01015
Nuvoco Vistas Corporation Ltd.,CEMENT & CEMENT PRODUCTS,NUVOCO,EQ,INE118D01016
Olectra Greentech Ltd.,AUTOMOBILE,OLECTRA,EQ,INE260D01016
One97 Communications Ltd. (Paytm),IT,PAYTM,EQ,INE982J01020
Orissa Minerals Development Company Ltd.,METALS,ORISSAMINE,EQ,INE725E01024
Paisalo Digital Ltd.,FINANCIAL SERVICES,PAISALO,EQ,INE420C01042
Paradeep Phosphates Ltd.,FERTILISERS & PESTICIDES,PARADEEP,EQ,INE088F01024
Patel Engineering Ltd.,CONSTRUCTION,PATELENG,EQ,INE244B01030
Paytm Payments Bank Ltd.,FINANCIAL SERVICES,PAYTMPAY,EQ,INE982J01020
PCBL Ltd.,CHEMICALS,PCBL,EQ,INE602A01023
PG Electroplast Ltd.,CONSUMER GOODS,PGEL,EQ,INE457L01011
Piramal Pharma Ltd.,PHARMA,PIRAMALPHL,EQ,INE0DK501011
Pokarna Ltd.,CONSTRUCTION,POKARNA,EQ,INE637C01025
Poly Medicure Ltd.,HEALTHCARE SERVICES,POLYMED,EQ,INE205C01021
Poonawalla Fincorp Ltd.,FINANCIAL SERVICES,POONAWALLA,EQ,INE511C01022
Praj Industries Ltd.,INDUSTRIAL MANUFACTURING,PRAJIND,EQ,INE074A01025
Prataap Snacks Ltd.,CONSUMER GOODS,DIAMONDYD,EQ,INE393P01035
Prudent Corporate Advisory Services Ltd.,FINANCIAL SERVICES,PRUDENT,EQ,INE00F201020
Puravankara Ltd.,CONSTRUCTION,PURVA,EQ,INE323I01011
R Systems International Ltd.,IT,RSYSTEMS,EQ,INE411H01032
R R Kabel Ltd.,INDUSTRIAL MANUFACTURING,RRKABEL,EQ,INE777K01022
Rachana Infrastructure Ltd.,CONSTRUCTION,RACHANA,EQ,INE02OY01016
Radiant Cash Management Services Ltd.,SERVICES,RADIANTCMS,EQ,INE855R01021
Rainbow Children's Medicare Ltd.,HEALTHCARE SERVICES,RAINBOW,EQ,INE08MJ01018
Rashi Peripherals Ltd.,IT,RASHI,EQ,INE0J1F01024
RateGain Travel Technologies Ltd.,IT,RATEGAIN,EQ,INE0CLI01024
Rategain Travel Technologies Ltd.,IT,RATEGAIN,EQ,INE0CLI01024
Rattanindia Enterprises Ltd.,SERVICES,RTNINDIA,EQ,INE834M01019
Rattanindia Power Ltd.,ENERGY,RTNPOWER,EQ,INE399K01017
RHI Magnesita India Ltd.,INDUSTRIAL MANUFACTURING,RHIM,EQ,INE743M01012
Rossari Biotech Ltd.,CHEMICALS,ROSSARI,EQ,INE02A801020
Route Mobile Ltd.,IT,ROUTE,EQ,INE450U01017
Sagar Cements Ltd.,CEMENT & CEMENT PRODUCTS,SAGCEM,EQ,INE229C01021
Sahyadri Industries Ltd.,CONSTRUCTION,SAHYADRI,EQ,INE280H01015
Sanghi Industries Ltd.,CEMENT & CEMENT PRODUCTS,SANGHIIND,EQ,INE999B01013
Sansera Engineering Ltd.,AUTOMOBILE,SANSERA,EQ,INE953O01021
Sarda Energy & Minerals Ltd.,METALS,SARDAEN,EQ,INE385C01013
Saregama India Ltd.,MEDIA & ENTERTAINMENT,SAREGAMA,EQ,INE979A01025
Sastasundar Ventures Ltd.,FINANCIAL SERVICES,SASTASUNDR,EQ,INE019J01024
Satin Creditcare Network Ltd.,FINANCIAL SERVICES,SATIN,EQ,INE836B01017
SBFC Finance Ltd.,FINANCIAL SERVICES,SBFC,EQ,INE423Y01016
Schaeffler India Ltd.,INDUSTRIAL MANUFACTURING,SCHAEFFLER,EQ,INE513A01022
Senco Gold Ltd.,CONSUMER GOODS,SENCO,EQ,INE602W01019
Shaily Engineering Plastics Ltd.,INDUSTRIAL MANUFACTURING,SHAILY,EQ,INE151G01028
Shankara Building Products Ltd.,METALS,SHANKARA,EQ,INE274V01019
Share India Securities Ltd.,FINANCIAL SERVICES,SHAREINDIA,EQ,INE932X01018
Shivalik Bimetal Controls Ltd.,METALS,SBCL,EQ,INE386D01027
Shyam Metalics and Energy Ltd.,METALS,SHYAMMETL,EQ,INE810G01011
Sigachi Industries Ltd.,CHEMICALS,SIGACHI,EQ,INE0D0K01022
Signatureglobal (India) Ltd.,CONSTRUCTION,SIGNATURE,EQ,INE903U01023
Sika Interplant Systems Ltd.,INDUSTRIAL MANUFACTURING,SIKA,EQ,INE0BN301018
SJS Enterprises Ltd.,AUTOMOBILE,SJS,EQ,INE284S01014
SML Isuzu Ltd.,AUTOMOBILE,SMLISUZU,EQ,INE294B01019
Somany Ceramics Ltd.,CONSTRUCTION,SOMANYCERA,EQ,INE355A01028
Spandana Sphoorty Financial Ltd.,FINANCIAL SERVICES,SPANDANA,EQ,INE572J01011
Sterling and Wilson Renewable Energy Ltd.,ENERGY,SWSOLAR,EQ,INE00M201021
Subex Ltd.,IT,SUBEXLTD,EQ,INE754A01055
Sula Vineyards Ltd.,CONSUMER GOODS,SULA,EQ,INE142Q01026
Sumitomo Chemical India Ltd.,CHEMICALS,SUMICHEM,EQ,INE258G01013
Supriya Lifescience Ltd.,PHARMA,SUPRIYA,EQ,INE07RO01027
Suraj Estate Developers Ltd.,CONSTRUCTION,SURAJEST,EQ,INE843S01025
Surya Roshni Ltd.,INDUSTRIAL MANUFACTURING,SURYAROSNI,EQ,INE335A01020
Swelect Energy Systems Ltd.,ENERGY,SWELECTES,EQ,INE409B01013
Sylph Technologies Ltd.,IT,SYLPHTECH,EQ,INE706F01013
Taj GVK Hotels & Resorts Ltd.,SERVICES,TAJGVK,EQ,INE586B01026
Tanla Platforms Ltd.,IT,TANLA,EQ,INE483C01032
Tarsons Products Ltd.,HEALTHCARE SERVICES,TARSONS,EQ,INE144Z01023
Tasty Bite Eatables Ltd.,CONSUMER GOODS,TASTYBITE,EQ,INE488B01017
TD Power Systems Ltd.,INDUSTRIAL MANUFACTURING,TDPOWERSYS,EQ,INE419M01027
Tejas Networks Ltd.,TELECOM,TEJASNET,EQ,INE010J01012
Thomas Cook (India) Ltd.,SERVICES,THOMASCOOK,EQ,INE332A01027
Thyrocare Technologies Ltd.,HEALTHCARE SERVICES,THYROCARE,EQ,INE594H01019
Tilaknagar Industries Ltd.,CONSUMER GOODS,TI,EQ,INE133E01013
Tips Industries Ltd.,MEDIA & ENTERTAINMENT,TIPSINDLTD,EQ,INE716B01029
Tracxn Technologies Ltd.,IT,TRACXN,EQ,INE0HMF01019
Transport Corporation of India Ltd.,SERVICES,TCI,EQ,INE688A01022
Triveni Engineering & Industries Ltd.,CONSUMER GOODS,TRIVENI,EQ,INE256C01024
TVS Holdings Ltd.,AUTOMOBILE,TVSHLTD,EQ,INE105A01035
Ujjivan Small Finance Bank Ltd.,FINANCIAL SERVICES,UJJIVANSFB,EQ,INE551W01018
Unichem Laboratories Ltd.,PHARMA,UNICHEMLAB,EQ,INE351A01035
Usha Martin Ltd.,METALS,USHAMART,EQ,INE228A01035
UTI Asset Management Company Ltd.,FINANCIAL SERVICES,UTIAMC,EQ,INE094J01016
V.S.T Tillers Tractors Ltd.,AUTOMOBILE,VSTTILLERS,EQ,INE710A01016
Vaibhav Global Ltd.,CONSUMER GOODS,VAIBHAVGBL,EQ,INE884A01027
Vardhman Special Steels Ltd.,METALS,VSSL,EQ,INE050M01012
Vijaya Diagnostic Centre Ltd.,HEALTHCARE SERVICES,VIJAYA,EQ,INE043W01024
Wheels India Ltd.,AUTOMOBILE,WHEELS,EQ,INE715A01015
Wonderla Holidays Ltd.,SERVICES,WONDERLA,EQ,INE572O01011
Xpro India Ltd.,INDUSTRIAL MANUFACTURING,XPROINDIA,EQ,INE445C01015
Zaggle Prepaid Ocean Services Ltd.,IT,ZAGGLE,EQ,INE0QK601016
Zensar Technologies Ltd.,IT,ZENSARTECH,EQ,INE520A01027
Zomato Ltd.,SERVICES,ZOMATO,EQ,INE758T01015
Zuari Agro Chemicals Ltd.,FERTILISERS & PESTICIDES,ZUARI,EQ,INE840M01016
